surah	ayah	word	segment	form_bw	form_ar	tag	segment_type	pos	lemma	lemma_ar	root	root_ar	aspect	verb_form	voice	derivation	person	gender	number	case	mood	state	prefix	suffix_pron	special
2	15	1	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	15	2	1	yasotahozi}u	يَسْتَهْزِئُ	V	STEM	V	{sotuhozi}a	ٱسْتُهْزِئَ	hzA	هزا	IMPF	X			3	M	S						
2	15	3	1	bi	بِ	P	PREFIX																bi+		
2	15	3	2	himo	هِمْ	PRON	STEM	PRON									3	M	P						
2	15	4	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	15	4	2	yamud~u	يَمُدُّ	V	STEM	V	mad~a	مَدَّ	mdd	مدد	IMPF				3	M	S						
2	15	4	3	humo	هُمْ	PRON	SUFFIX																	3MP	
2	15	5	1	fiY	فِى	P	STEM	P	fiY	فِى															
2	15	6	1	Tugoya`ni	طُغْيَٰنِ	N	STEM	N	Tugoya`n	طُغْيَٰن	Tgy	طغي				VN		M		GEN					
2	15	6	2	himo	هِمْ	PRON	SUFFIX																	3MP	
2	15	7	1	yaEomahu	يَعْمَهُ	V	STEM	V	yaEomahu	يَعْمَهُ	Emh	عمه	IMPF				3	M	P						
2	15	7	2	wna	ونَ	PRON	SUFFIX																	3MP	
2	16	1	1	>uw@la`^}ika	أُو@لَٰٓئِكَ	DEM	STEM	DEM	>uwla`^}ik	أُولَٰٓئِك															
2	16	2	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	16	3	1	{$otara	ٱشْتَرَ	V	STEM	V	{$otaraY`	ٱشْتَرَىٰ	$ry	شري	PERF	VIII			3	M	P						
2	16	3	2	wuA@	وُا@	PRON	SUFFIX																	3MP	
2	16	4	1	{l	ٱل	DET	PREFIX																Al+		
2	16	4	2	D~ala`lapa	ضَّلَٰلَةَ	N	STEM	N	Dala`lap	ضَلَٰلَة	Dll	ضلل						F		ACC					
2	16	5	1	bi	بِ	P	PREFIX																bi+		
2	16	5	2	{lo	ٱلْ	DET	PREFIX																Al+		
2	16	5	3	hudaY`	هُدَىٰ	N	STEM	N	hudFY	هُدًى	hdy	هدي						M		GEN					
2	16	6	1	fa	فَ	REM	PREFIX																f:REM+		
2	16	6	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
2	16	7	1	rabiHat	رَبِحَت	V	STEM	V	rabiHat	رَبِحَت	rbH	ربح	PERF				3	F	S						
2	16	8	1	t~ija`ratu	تِّجَٰرَتُ	N	STEM	N	tija`rap	تِجَٰرَة	tjr	تجر						F		NOM					
2	16	8	2	humo	هُمْ	PRON	SUFFIX																	3MP	
2	16	9	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	16	9	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
2	16	10	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
2	16	10	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	16	11	1	muhotadiyna	مُهْتَدِينَ	N	STEM	N	m~uhotaduwn	مُّهْتَدُون	hdy	هدي		VIII	ACT	PCPL		M	P	ACC					
2	17	1	1	mavalu	مَثَلُ	N	STEM	N	maval	مَثَل	mvl	مثل						M		NOM					
2	17	1	2	humo	هُمْ	PRON	SUFFIX																	3MP	
2	17	2	1	ka	كَ	P	PREFIX																ka+		
2	17	2	2	mavali	مَثَلِ	N	STEM	N	maval	مَثَل	mvl	مثل						M		GEN					
2	17	3	1	{l~a*iY	ٱلَّذِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	S						
2	17	4	1	{sotawoqada	ٱسْتَوْقَدَ	V	STEM	V	{sotawoqada	ٱسْتَوْقَدَ	wqd	وقد	PERF	X			3	M	S						
2	17	5	1	naArFA	نَارًا	N	STEM	N	naAr	نَار	nwr	نور						F		ACC		INDEF			
2	17	6	1	fa	فَ	REM	PREFIX																f:REM+		
2	17	6	2	lam~aA^	لَمَّآ	T	STEM	T	lam~aA	لَمَّا															
2	17	7	1	>aDaA^'ato	أَضَآءَتْ	V	STEM	V	>aDaA^'a	أَضَآءَ	DwA	ضوا	PERF	IV			3	F	S						
2	17	8	1	maA	مَا	REL	STEM	REL	maA	مَا															
2	17	9	1	Hawola	حَوْلَ	LOC	STEM	LOC	Hawol	حَوْل	Hwl	حول						M		ACC					
2	17	9	2	hu,	هُ,	PRON	SUFFIX																	3MS	
2	17	10	1	*ahaba	ذَهَبَ	V	STEM	V	*ahaba	ذَهَبَ	*hb	ذهب	PERF				3	M	S						
2	17	11	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	17	12	1	bi	بِ	P	PREFIX																bi+		
2	17	12	2	nuwri	نُورِ	N	STEM	N	nuwr	نُور	nwr	نور						M		GEN					
2	17	12	3	himo	هِمْ	PRON	SUFFIX																	3MP	
2	17	13	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	17	13	2	taraka	تَرَكَ	V	STEM	V	taraka	تَرَكَ	trk	ترك	PERF				3	M	S						
2	17	13	3	humo	هُمْ	PRON	SUFFIX																	3MP	
2	17	14	1	fiY	فِى	P	STEM	P	fiY	فِى															
2	17	15	1	Zuluma`tK	ظُلُمَٰتٍ	N	STEM	N	Zuluma`t	ظُلُمَٰت	Zlm	ظلم						F	P	GEN		INDEF			
2	17	16	1	l~aA	لَّا	NEG	STEM	NEG	laA	لَا															
2	17	17	1	yuboSiru	يُبْصِرُ	V	STEM	V	>aboSara	أَبْصَرَ	bSr	بصر	IMPF	IV			3	M	P						
2	17	17	2	wna	ونَ	PRON	SUFFIX																	3MP	
2	18	1	1	Sum~N[	صُمٌّ[	N	STEM	N	>aSam~	أَصَمّ	Smm	صمم								NOM		INDEF			
2	18	2	1	bukomN	بُكْمٌ	N	STEM	N	>abokam	أَبْكَم	bkm	بكم								NOM		INDEF			
2	18	3	1	EumoYN	عُمْىٌ	N	STEM	N	>aEomaY`	أَعْمَىٰ	Emy	عمي						M	P	NOM		INDEF			
2	18	4	1	fa	فَ	CONJ	PREFIX																f:CONJ+		
2	18	4	2	humo	هُمْ	PRON	STEM	PRON									3	M	P						
2	18	5	1	laA	لَا	NEG	STEM	NEG	laA	لَا															
2	18	6	1	yarojiEu	يَرْجِعُ	V	STEM	V	rajaEa	رَجَعَ	rjE	رجع	IMPF				3	M	P						
2	18	6	2	wna	ونَ	PRON	SUFFIX																	3MP	
2	19	1	1	>awo	أَوْ	CONJ	STEM	CONJ	>aw	أَو															
2	19	2	1	ka	كَ	P	PREFIX																ka+		
2	19	2	2	Say~ibK	صَيِّبٍ	N	STEM	N	Say~ib	صَيِّب	Swb	صوب						M		GEN		INDEF			
2	19	3	1	m~ina	مِّنَ	P	STEM	P	min	مِن															
2	19	4	1	{l	ٱل	DET	PREFIX																Al+		
2	19	4	2	s~amaA^'i	سَّمَآءِ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F		GEN					
2	19	5	1	fiy	فِي	P	STEM	P	fiY	فِى															
2	19	5	2	hi	هِ	PRON	SUFFIX																	3MS	
2	19	6	1	Zuluma`tN	ظُلُمَٰتٌ	N	STEM	N	Zuluma`t	ظُلُمَٰت	Zlm	ظلم						F	P	NOM		INDEF			
2	19	7	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	19	7	2	raEodN	رَعْدٌ	N	STEM	N	raEod	رَعْد	rEd	رعد						M		NOM		INDEF			
2	19	8	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	19	8	2	baroqN	بَرْقٌ	N	STEM	N	baroq	بَرْق	brq	برق						M		NOM		INDEF			
2	19	9	1	yajoEalu	يَجْعَلُ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	IMPF				3	M	P						
2	19	9	2	wna	ونَ	PRON	SUFFIX																	3MP	
2	19	10	1	>aSa`biEa	أَصَٰبِعَ	N	STEM	N	>aSa`biE	أَصَٰبِع	SbE	صبع						M	P	ACC					
2	19	10	2	humo	هُمْ	PRON	SUFFIX																	3MP	
2	19	11	1	fiY^	فِىٓ	P	STEM	P	fiY	فِى															
2	19	12	1	'aA*aAni	ءَاذَانِ	N	STEM	N	>u*unN	أُذُنٌ	A*n	اذن						F	P	GEN					
2	19	12	2	him	هِم	PRON	SUFFIX																	3MP	
2	19	13	1	m~ina	مِّنَ	P	STEM	P	min	مِن															
2	19	14	1	{l	ٱل	DET	PREFIX																Al+		
2	19	14	2	S~awa`Eiqi	صَّوَٰعِقِ	N	STEM	N	SaAEiqap	صَاعِقَة	SEq	صعق						F	P	GEN					
2	19	15	1	Ha*ara	حَذَرَ	N	STEM	N	Ha*ar	حَذَر	H*r	حذر				VN		M		ACC					
2	19	16	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	19	16	2	mawoti	مَوْتِ	N	STEM	N	mawot	مَوْت	mwt	موت						M		GEN					
2	19	17	1	wa	وَ	REM	PREFIX																w:REM+		
2	19	17	2	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	19	18	1	muHiyTN[	مُحِيطٌ[	N	STEM	N	muHiyT	مُحِيط	HwT	حوط		IV	ACT	PCPL		M		NOM		INDEF			
2	19	19	1	bi	بِ	P	PREFIX																bi+		
2	19	19	2	{lo	ٱلْ	DET	PREFIX																Al+		
2	19	19	3	ka`firiyna	كَٰفِرِينَ	N	STEM	N	ka`firuwn	كَٰفِرُون	kfr	كفر			ACT	PCPL		M	P	GEN					
2	20	1	1	yakaAdu	يَكَادُ	V	STEM	V	kaAda	كَادَ	kwd	كود	IMPF				3	M	S						kaAd
2	20	2	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	20	2	2	baroqu	بَرْقُ	N	STEM	N	baroq	بَرْق	brq	برق						M		NOM					
2	20	3	1	yaxoTafu	يَخْطَفُ	V	STEM	V	xaTifa	خَطِفَ	xTf	خطف	IMPF				3	M	S						
2	20	4	1	>aboSa`ra	أَبْصَٰرَ	N	STEM	N	baSar	بَصَر	bSr	بصر						M	P	ACC					
2	20	4	2	humo	هُمْ	PRON	SUFFIX																	3MP	
2	20	5	1	kul~amaA^	كُلَّمَآ	T	STEM	T	kul~amaA	كُلَّمَا	kll	كلل													
2	20	6	1	>aDaA^'a	أَضَآءَ	V	STEM	V	>aDaA^'a	أَضَآءَ	DwA	ضوا	PERF	IV			3	M	S						
2	20	7	1	la	لَ	P	PREFIX																l:P+		
2	20	7	2	hum	هُم	PRON	STEM	PRON									3	M	P						
2	20	8	1	m~a$a	مَّشَ	V	STEM	V	m~a$a	مَّشَ	m$y	مشي	PERF				3	M	P						
2	20	8	2	woA@	وْا@	PRON	SUFFIX																	3MP	
2	20	9	1	fiy	فِي	P	STEM	P	fiY	فِى															
2	20	9	2	hi	هِ	PRON	SUFFIX																	3MS	
2	20	10	1	wa	وَ	REM	PREFIX																w:REM+		
2	20	10	2	<i*aA^	إِذَآ	T	STEM	T	<i*aA	إِذَا															
2	20	11	1	>aZolama	أَظْلَمَ	V	STEM	V	>aZolama	أَظْلَمَ	Zlm	ظلم	PERF	IV			3	M	S						
2	20	12	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
2	20	12	2	himo	هِمْ	PRON	SUFFIX																	3MP	
2	20	13	1	qaAmu	قَامُ	V	STEM	V	qaAma	قَامَ	qwm	قوم	PERF				3	M	P						
2	20	13	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	20	14	1	wa	وَ	REM	PREFIX																w:REM+		
2	20	14	2	lawo	لَوْ	COND	STEM	COND	law	لَو															
2	20	15	1	$aA^'a	شَآءَ	V	STEM	V	$aA^'a	شَآءَ	$yA	شيا	PERF				3	M	S						
2	20	16	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	20	17	1	la	لَ	EMPH	PREFIX																l:EMPH+		
2	20	17	2	*ahaba	ذَهَبَ	V	STEM	V	*ahaba	ذَهَبَ	*hb	ذهب	PERF				3	M	S						
2	20	18	1	bi	بِ	P	PREFIX																bi+		
2	20	18	2	samoEi	سَمْعِ	N	STEM	N	samoE	سَمْع	smE	سمع						M		GEN					
2	20	18	3	himo	هِمْ	PRON	SUFFIX																	3MP	
2	20	19	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	20	19	2	>aboSa`ri	أَبْصَٰرِ	N	STEM	N	baSar	بَصَر	bSr	بصر						M	P	GEN					
2	20	19	3	himo	هِمْ	PRON	SUFFIX																	3MP	
2	20	20	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
2	20	21	1	{ll~aha	ٱللَّهَ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								ACC					
2	20	22	1	EalaY`	عَلَىٰ	P	STEM	P	EalaY`	عَلَىٰ															
2	20	23	1	kul~i	كُلِّ	N	STEM	N	kul~	كُلّ	kll	كلل						M		GEN					
2	20	24	1	$aYo'K	شَىْءٍ	N	STEM	N	$aYo'	شَىْء	$yA	شيا						M		GEN		INDEF			
2	20	25	1	qadiyrN	قَدِيرٌ	N	STEM	N	qadiyr	قَدِير	qdr	قدر						M		NOM		INDEF			
2	21	1	1	ya`^	يَٰٓ	VOC	PREFIX																ya+		
2	21	1	2	>ay~uhaA	أَيُّهَا	N	STEM	N	>ay~uhaA	أَيُّهَا										NOM					
2	21	2	1	{l	ٱل	DET	PREFIX																Al+		
2	21	2	2	n~aAsu	نَّاسُ	N	STEM	N	n~aAs	نَّاس	nws	نوس						M	P	NOM					
2	21	3	1	{Eobudu	ٱعْبُدُ	V	STEM	V	Eabada	عَبَدَ	Ebd	عبد	IMPV				2	M	P						
2	21	3	2	wA@	وا@	PRON	SUFFIX																	2MP	
2	21	4	1	rab~a	رَبَّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		ACC					
2	21	4	2	kumu	كُمُ	PRON	SUFFIX																	2MP	
2	21	5	1	{l~a*iY	ٱلَّذِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	S						
2	21	6	1	xalaqa	خَلَقَ	V	STEM	V	xalaqa	خَلَقَ	xlq	خلق	PERF				3	M	S						
2	21	6	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	21	7	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	21	7	2	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	21	8	1	min	مِن	P	STEM	P	min	مِن															
2	21	9	1	qaboli	قَبْلِ	N	STEM	N	qabol	قَبْل	qbl	قبل								GEN					
2	21	9	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	21	10	1	laEal~a	لَعَلَّ	ACC	STEM	ACC	laEal~	لَعَلّ															<in~
2	21	10	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	21	11	1	tat~aqu	تَتَّقُ	V	STEM	V	{t~aqaY`	ٱتَّقَىٰ	wqy	وقي	IMPF	VIII			2	M	P						
2	21	11	2	wna	ونَ	PRON	SUFFIX																	2MP	
2	22	1	1	{l~a*iY	ٱلَّذِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	S						
2	22	2	1	jaEala	جَعَلَ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	PERF				3	M	S						
2	22	3	1	la	لَ	P	PREFIX																l:P+		
2	22	3	2	kumu	كُمُ	PRON	STEM	PRON									2	M	P						
2	22	4	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	22	4	2	>aroDa	أَرْضَ	N	STEM	N	>aroD	أَرْض	ArD	ارض						F		ACC					
2	22	5	1	fira`$FA	فِرَٰشًا	N	STEM	N	fira`$	فِرَٰش	fr$	فرش						M		ACC		INDEF			
2	22	6	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	22	6	2	{l	ٱل	DET	PREFIX																Al+		
2	22	6	3	s~amaA^'a	سَّمَآءَ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F		ACC					
2	22	7	1	binaA^'F	بِنَآءً	N	STEM	N	binaA^'	بِنَآء	bny	بني						M		ACC		INDEF			
2	22	8	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	22	8	2	>anzala	أَنزَلَ	V	STEM	V	>anzala	أَنزَلَ	nzl	نزل	PERF	IV			3	M	S						
2	22	9	1	mina	مِنَ	P	STEM	P	min	مِن															
2	22	10	1	{l	ٱل	DET	PREFIX																Al+		
2	22	10	2	s~amaA^'i	سَّمَآءِ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F		GEN					
2	22	11	1	maA^'F	مَآءً	N	STEM	N	maA^'	مَآء	mwh	موه						M		ACC		INDEF			
2	22	12	1	fa	فَ	CONJ	PREFIX																f:CONJ+		
2	22	12	2	>axoraja	أَخْرَجَ	V	STEM	V	>axoraja	أَخْرَجَ	xrj	خرج	PERF	IV			3	M	S						
2	22	13	1	bi	بِ	P	PREFIX																bi+		
2	22	13	2	hi.	هِ.	PRON	STEM	PRON									3	M	S						
2	22	14	1	mina	مِنَ	P	STEM	P	min	مِن															
2	22	15	1	{l	ٱل	DET	PREFIX																Al+		
2	22	15	2	v~amara`ti	ثَّمَرَٰتِ	N	STEM	N	vamara`t	ثَمَرَٰت	vmr	ثمر						F	P	GEN					
2	22	16	1	rizoqFA	رِزْقًا	N	STEM	N	rizoq	رِزْق	rzq	رزق						M		ACC		INDEF			
2	22	17	1	l~a	لَّ	P	PREFIX																l:P+		
2	22	17	2	kumo	كُمْ	PRON	STEM	PRON									2	M	P						
2	22	18	1	fa	فَ	REM	PREFIX																f:REM+		
2	22	18	2	laA	لَا	PRO	STEM	PRO	laA	لَا															
2	22	19	1	tajoEalu	تَجْعَلُ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	IMPF				2	M	P		JUS				
2	22	19	2	wA@	وا@	PRON	SUFFIX																	2MP	
2	22	20	1	li	لِ	P	PREFIX																l:P+		
2	22	20	2	l~ahi	لَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
2	22	21	1	>andaAdFA	أَندَادًا	N	STEM	N	>andaAd	أَندَاد	ndd	ندد						M	P	ACC		INDEF			
2	22	22	1	wa	وَ	CIRC	PREFIX																w:CIRC+		
2	22	22	2	>antumo	أَنتُمْ	PRON	STEM	PRON									2	M	P						
2	22	23	1	taEolamu	تَعْلَمُ	V	STEM	V	Ealima	عَلِمَ	Elm	علم	IMPF				2	M	P						
2	22	23	2	wna	ونَ	PRON	SUFFIX																	2MP	
2	23	1	1	wa	وَ	REM	PREFIX																w:REM+		
2	23	1	2	<in	إِن	COND	STEM	COND	<in	إِن															
2	23	2	1	kun	كُن	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				2	M	P						kaAn
2	23	2	2	tumo	تُمْ	PRON	SUFFIX																	2MP	
2	23	3	1	fiY	فِى	P	STEM	P	fiY	فِى															
2	23	4	1	rayobK	رَيْبٍ	N	STEM	N	rayob	رَيْب	ryb	ريب						M		GEN		INDEF			
2	23	5	1	m~i	مِّ	P	STEM	P	min	مِن															
2	23	5	2	m~aA	مَّا	REL	STEM	REL	maA	مَا															
2	23	6	1	naz~alo	نَزَّلْ	V	STEM	V	naz~ala	نَزَّلَ	nzl	نزل	PERF	II			1		P						
2	23	6	2	naA	نَا	PRON	SUFFIX																	1P	
2	23	7	1	EalaY`	عَلَىٰ	P	STEM	P	EalaY`	عَلَىٰ															
2	23	8	1	Eabodi	عَبْدِ	N	STEM	N	Eabod	عَبْد	Ebd	عبد						M		GEN					
2	23	8	2	naA	نَا	PRON	SUFFIX																	1P	
2	23	9	1	fa	فَ	RSLT	PREFIX																f:RSLT+		
2	23	9	2	>otu	أْتُ	V	STEM	V	>ataY	أَتَى	Aty	اتي	IMPV				2	M	P						
2	23	9	3	wA@	وا@	PRON	SUFFIX																	2MP	
2	23	10	1	bi	بِ	P	PREFIX																bi+		
2	23	10	2	suwrapK	سُورَةٍ	N	STEM	N	suwrap	سُورَة	swr	سور						F		GEN		INDEF			
2	23	11	1	m~in	مِّن	P	STEM	P	min	مِن															
2	23	12	1	m~ivoli	مِّثْلِ	N	STEM	N	mivol	مِثْل	mvl	مثل						M		GEN					
2	23	12	2	hi.	هِ.	PRON	SUFFIX																	3MS	
2	23	13	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	23	13	2	{doEu	ٱدْعُ	V	STEM	V	daEaA	دَعَا	dEw	دعو	IMPV				2	M	P						
2	23	13	3	wA@	وا@	PRON	SUFFIX																	2MP	
2	23	14	1	$uhadaA^'a	شُهَدَآءَ	N	STEM	N	$ahiyd	شَهِيد	$hd	شهد						M	P	ACC					
2	23	14	2	kum	كُم	PRON	SUFFIX																	2MP	
2	23	15	1	m~in	مِّن	P	STEM	P	min	مِن															
2	23	16	1	duwni	دُونِ	N	STEM	N	duwn	دُون	dwn	دون								GEN					
2	23	17	1	{ll~ahi	ٱللَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
2	23	18	1	<in	إِن	COND	STEM	COND	<in	إِن															
2	23	19	1	kun	كُن	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				2	M	P						kaAn
2	23	19	2	tumo	تُمْ	PRON	SUFFIX																	2MP	
2	23	20	1	Sa`diqiyna	صَٰدِقِينَ	N	STEM	N	SaAdiq	صَادِق	Sdq	صدق			ACT	PCPL		M	P	ACC					
2	24	1	1	fa	فَ	REM	PREFIX																f:REM+		
2	24	1	2	<in	إِن	COND	STEM	COND	<in	إِن															
2	24	2	1	l~amo	لَّمْ	NEG	STEM	NEG	lam	لَم															
2	24	3	1	tafoEalu	تَفْعَلُ	V	STEM	V	faEala	فَعَلَ	fEl	فعل	IMPF				2	M	P		JUS				
2	24	3	2	wA@	وا@	PRON	SUFFIX																	2MP	
2	24	4	1	wa	وَ	REM	PREFIX																w:REM+		
2	24	4	2	lan	لَن	NEG	STEM	NEG	lan	لَن															
2	24	5	1	tafoEalu	تَفْعَلُ	V	STEM	V	faEala	فَعَلَ	fEl	فعل	IMPF				2	M	P		SUBJ				
2	24	5	2	wA@	وا@	PRON	SUFFIX																	2MP	
2	24	6	1	fa	فَ	RSLT	PREFIX																f:RSLT+		
2	24	6	2	{t~aqu	ٱتَّقُ	V	STEM	V	{t~aqaY`	ٱتَّقَىٰ	wqy	وقي	IMPV	VIII			2	M	P						
2	24	6	3	wA@	وا@	PRON	SUFFIX																	2MP	
2	24	7	1	{l	ٱل	DET	PREFIX																Al+		
2	24	7	2	n~aAra	نَّارَ	N	STEM	N	naAr	نَار	nwr	نور						F		ACC					
2	24	8	1	{l~atiY	ٱلَّتِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								F	S						
2	24	9	1	waquwdu	وَقُودُ	N	STEM	N	waquwd	وَقُود	wqd	وقد						M		NOM					
2	24	9	2	haA	هَا	PRON	SUFFIX																	3FS	
2	24	10	1	{l	ٱل	DET	PREFIX																Al+		
2	24	10	2	n~aAsu	نَّاسُ	N	STEM	N	n~aAs	نَّاس	nws	نوس						M	P	NOM					
2	24	11	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	24	11	2	{lo	ٱلْ	DET	PREFIX																Al+		
2	24	11	3	HijaArapu	حِجَارَةُ	N	STEM	N	HijaArap	حِجَارَة	Hjr	حجر						F		NOM					
2	24	12	1	>uEid~ato	أُعِدَّتْ	V	STEM	V	>aEad~a	أَعَدَّ	Edd	عدد	PERF	IV	PASS		3	F	S						
2	24	13	1	li	لِ	P	PREFIX																l:P+		
2	24	13	2	lo	لْ	DET	PREFIX																Al+		
2	24	13	3	ka`firiyna	كَٰفِرِينَ	N	STEM	N	ka`firuwn	كَٰفِرُون	kfr	كفر			ACT	PCPL		M	P	GEN					
2	25	1	1	wa	وَ	REM	PREFIX																w:REM+		
2	25	1	2	ba$~iri	بَشِّرِ	V	STEM	V	bu$~ira	بُشِّرَ	b$r	بشر	IMPV	II			2	M	S						
2	25	2	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	25	3	1	'aAmanu	ءَامَنُ	V	STEM	V	'aAmana	ءَامَنَ	Amn	امن	PERF	IV			3	M	P						
2	25	3	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	25	4	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	25	4	2	Eamilu	عَمِلُ	V	STEM	V	Eamila	عَمِلَ	Eml	عمل	PERF				3	M	P						
2	25	4	3	wA@	وا@	PRON	SUFFIX																	3MP	
2	25	5	1	{l	ٱل	DET	PREFIX																Al+		
2	25	5	2	S~a`liHa`ti	صَّٰلِحَٰتِ	N	STEM	N	S~a`liHa`t	صَّٰلِحَٰت	SlH	صلح			ACT	PCPL		F	P	ACC					
2	25	6	1	>an~a	أَنَّ	ACC	STEM	ACC	>an~	أَنّ															<in~
2	25	7	1	la	لَ	P	PREFIX																l:P+		
2	25	7	2	humo	هُمْ	PRON	STEM	PRON									3	M	P						
2	25	8	1	jan~a`tK	جَنَّٰتٍ	N	STEM	N	jan~ap	جَنَّة	jnn	جنن						F	P	ACC		INDEF			
2	25	9	1	tajoriY	تَجْرِى	V	STEM	V	jarayo	جَرَيْ	jry	جري	IMPF				3	F	S						
2	25	10	1	min	مِن	P	STEM	P	min	مِن															
2	25	11	1	taHoti	تَحْتِ	N	STEM	N	taHot	تَحْت	tHt	تحت								GEN					
2	25	11	2	haA	هَا	PRON	SUFFIX																	3FS	
2	25	12	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	25	12	2	>anoha`ru	أَنْهَٰرُ	N	STEM	N	nahar	نَهَر	nhr	نهر						M	P	NOM					
2	25	13	1	kul~amaA	كُلَّمَا	T	STEM	T	kul~amaA	كُلَّمَا	kll	كلل													
2	25	14	1	ruziqu	رُزِقُ	V	STEM	V	razaqa	رَزَقَ	rzq	رزق	PERF		PASS		3	M	P						
2	25	14	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	25	15	1	mino	مِنْ	P	STEM	P	min	مِن															
2	25	15	2	haA	هَا	PRON	SUFFIX																	3FS	
2	25	16	1	min	مِن	P	STEM	P	min	مِن															
2	25	17	1	vamarapK	ثَمَرَةٍ	N	STEM	N	vamarap	ثَمَرَة	vmr	ثمر						F		GEN		INDEF			
2	25	18	1	r~izoqFA	رِّزْقًا	N	STEM	N	rizoq	رِزْق	rzq	رزق						M		ACC		INDEF			
2	25	19	1	qaAlu	قَالُ	V	STEM	V	qaAla	قَالَ	qwl	قول	PERF				3	M	P						
2	25	19	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	25	20	1	ha`*aA	هَٰذَا	DEM	STEM	DEM	ha`*aA	هَٰذَا								M	S						
2	25	21	1	{l~a*iY	ٱلَّذِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	S						
2	25	22	1	ruziqo	رُزِقْ	V	STEM	V	razaqa	رَزَقَ	rzq	رزق	PERF		PASS		1		P						
2	25	22	2	naA	نَا	PRON	SUFFIX																	1P	
2	25	23	1	min	مِن	P	STEM	P	min	مِن															
2	25	24	1	qabolu	قَبْلُ	N	STEM	N	qabol	قَبْل	qbl	قبل								GEN					
2	25	25	1	wa	وَ	REM	PREFIX																w:REM+		
2	25	25	2	>utu	أُتُ	V	STEM	V	>ataY	أَتَى	Aty	اتي	PERF		PASS		3	M	P						
2	25	25	3	wA@	وا@	PRON	SUFFIX																	3MP	
2	25	26	1	bi	بِ	P	PREFIX																bi+		
2	25	26	2	hi.	هِ.	PRON	STEM	PRON									3	M	S						
